Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Josh Downs,WR,My Team Hurts,0.0,0.0,157.1,9.24,17,{17471759-D3C1-4206-8612-A156BCC23AA1},72.07,C-
Rashid Shaheed,WR,Red River Rising 💪,0.0,0.0,155.6,10.37,15,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},71.82,C-
Tyler Conklin,TE,Bench Warmer,0.0,0.0,123.1,7.24,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},71.24,C-
Kareem Hunt,RB,Bear Down,0.0,0.0,118.5,7.9,15,{CC0C30CA-933C-4702-B525-0B223914CD0B},70.71,C-
Jaleel McLaughlin,RB,Bench Warmer,0.0,0.0,106.0,6.24,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},68.5,D+
Gerald Everett,TE,Kill Bills ,0.0,0.0,111.1,7.41,15,{1BA8396F-D6D7-448B-870B-539450FA06F7},68.23,D+
Falcons D/ST,D/ST,Dennis The Menace ,0.0,0.0,92.0,5.41,17,{72E06046-9EEC-4999-A060-469EEC399959},67.81,D+
Ty Chandler,RB,Toby's Favorite Employee,0.0,0.0,101.0,5.94,17,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},67.62,D+
Kyler Murray,QB,Dennis The Menace ,0.0,0.0,146.36,18.3,8,{72E06046-9EEC-4999-A060-469EEC399959},67.4,D+
Jake Browning,QB,Jackson's Tiktok,0.0,0.0,144.44,16.05,9,{43035DAF-DDD6-4952-835D-AFDDD6195257},67.17,D+
Dontayvion Wicks,WR,Toby's Favorite Employee,0.0,0.0,119.76,7.98,15,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},65.9,D
Isaiah Likely,TE,Red River Rising 💪,59.81,3.99,101.1,5.95,17,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},65.71,D
Juwan Johnson,TE,Unicorns🦄 ,0.0,0.0,97.8,7.52,13,{D2DCF56C-66BC-40EE-BE19-26B47BBAC311},64.89,D
DeMario Douglas,WR,Red River Rising 💪,0.0,0.0,107.2,7.66,14,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},63.82,D
Noah Brown,WR,Shindo ,0.0,0.0,101.6,10.16,10,{16A413B2-9FE8-4937-A413-B29FE8093782},62.9,D-
Zamir White,RB,Kill Bills ,0.0,0.0,73.9,4.35,17,{1BA8396F-D6D7-448B-870B-539450FA06F7},62.83,D-
Kendrick Bourne,WR,Bear Down,0.0,0.0,100.0,12.5,8,{CC0C30CA-933C-4702-B525-0B223914CD0B},62.63,D-
Riley Patterson,K,Bench Warmer,0.0,0.0,91.0,6.07,15,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},61.94,D-
Joe Flacco,QB, Johnny  Dramas ,0.0,0.0,100.84,20.17,5,{2EE23928-38D5-4A7D-B660-50DE7C47A645},61.91,D-
Tucker Kraft,TE,My Team Hurts,46.08,3.07,78.5,4.62,17,{17471759-D3C1-4206-8612-A156BCC23AA1},60.04,D-
Jordan Mason,RB,My Team Hurts,0.0,0.0,44.7,2.63,17,{17471759-D3C1-4206-8612-A156BCC23AA1},57.66,F
Darrell Henderson Jr.,RB,Jackson's Tiktok,0.0,0.0,43.5,10.88,4,{43035DAF-DDD6-4952-835D-AFDDD6195257},57.45,F
