Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Saints D/ST,D/ST,Eli,69.16,4.07,124.0,7.75,16,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},80.6,B-
Kyle Monangai,RB,Prahlad's Ghost,51.56,3.03,140.8,8.8,16,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},80.54,B-
Kareem Hunt,RB,1900 Sleepers,100.0,5.88,138.9,8.68,16,{FB64662C-A6C7-423B-B6EE-231900310D44},80.15,B-
Tre Tucker,WR,PAI Alcoholics Anonymous ,130.68,7.69,156.3,9.77,16,{0CE04EAF-1603-4259-869A-A567F9953F44},79.69,C+
Sam Darnold,QB,Pho_King,242.43,14.26,226.6,14.16,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},79.54,C+
Daniel Jones,QB,Red Zone Risk Assessors,213.41,16.42,226.44,17.42,13,{6FB8D500-4E34-47B8-9028-B156BEC56621},79.52,C+
Alec Pierce,WR,cman,70.94,4.17,154.1,11.01,14,{3038B793-C0D8-4773-82BA-30F522EA1C1A},79.19,C+
Cam Little,K,Pho_King,133.01,7.82,144.0,9.0,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},78.82,C+
Jaxson Dart,QB,The Golden Receivers,132.53,14.73,221.18,17.01,13,{4656A2AD-A939-460B-96A2-ADA939760B8B},78.76,C+
Jacoby Brissett,QB,Eli,2.25,0.13,213.82,16.45,13,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},77.69,C+
AJ Barner,TE,Eli,81.85,4.81,143.9,8.99,16,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},76.96,C
Tyler Allgeier,RB,cman,104.84,6.17,120.1,7.51,16,{3038B793-C0D8-4773-82BA-30F522EA1C1A},76.33,C
Falcons D/ST,D/ST,Christian McCalf-Injury,79.66,4.69,109.0,6.81,16,{E5F04052-4D5B-41A7-B040-524D5BF1A7E1},75.48,C
Kimani Vidal,RB,19th St Halal Cart,0.0,0.0,115.9,9.66,12,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},75.48,C
Andy Borregales,K,19th St Halal Cart,121.83,7.17,129.0,8.06,16,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},74.96,C
Christian Watson,WR,Prahlad's Ghost,50.01,5.0,132.4,13.24,10,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},74.26,C
Nick Folk,K,Christian McCalf-Injury,134.96,7.94,124.0,7.75,16,{E5F04052-4D5B-41A7-B040-524D5BF1A7E1},73.68,C
Theo Johnson,TE,Red Zone Risk Assessors,122.08,7.18,127.8,8.52,15,{6FB8D500-4E34-47B8-9028-B156BEC56621},72.92,C-
Oronde Gadsden,TE,Eli,0.0,0.0,127.1,9.08,14,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},72.75,C-
Devin Singletary,RB,PAI Alcoholics Anonymous ,19.97,1.17,98.2,6.14,16,{0CE04EAF-1603-4259-869A-A567F9953F44},71.88,C-
Chimere Dike,WR,Christian McCalf-Injury,37.73,2.22,120.4,7.53,16,{E5F04052-4D5B-41A7-B040-524D5BF1A7E1},71.53,C-
Bam Knight,RB,Pho_King,6.63,0.39,92.9,7.74,12,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},70.8,C-
Michael Carter,RB,1900 Sleepers,0.0,0.0,92.1,7.67,12,{FB64662C-A6C7-423B-B6EE-231900310D44},70.64,C-
Emanuel Wilson,RB,Prahlad's Ghost,32.14,1.89,88.7,5.54,16,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},69.95,D+
Colby Parkinson,TE,Christian McCalf-Injury,14.74,0.87,110.2,7.87,14,{E5F04052-4D5B-41A7-B040-524D5BF1A7E1},68.51,D+
Dylan Sampson,RB,Philadelphia Bills Mafia,199.33,11.73,81.2,5.8,14,{A279F58E-795F-4115-B9F5-8E795F7115FC},68.42,D+
Chris Rodriguez Jr.,RB,The Golden Receivers,33.91,1.99,76.7,6.39,12,{4656A2AD-A939-460B-96A2-ADA939760B8B},67.51,D+
Buccaneers D/ST,D/ST,The Golden Receivers,119.8,7.05,85.0,5.31,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},67.3,D+
Tyler Shough,QB,PAI Alcoholics Anonymous ,100.29,14.33,136.2,13.62,10,{0CE04EAF-1603-4259-869A-A567F9953F44},66.47,D
Devin Neal,RB,The Golden Receivers,52.11,3.07,60.0,6.0,10,{4656A2AD-A939-460B-96A2-ADA939760B8B},64.11,D
Darren Waller,TE,Pho_King,131.6,8.22,88.7,9.86,9,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},63.13,D
John Metchie III,WR,Pho_King,1.17,0.07,66.9,4.46,15,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},59.38,F
Audric Estime,RB,Christian McCalf-Injury,0.0,0.0,32.5,5.42,6,{E5F04052-4D5B-41A7-B040-524D5BF1A7E1},58.52,F
Raiders D/ST,D/ST,Red Zone Risk Assessors,63.49,3.73,54.0,3.38,16,{6FB8D500-4E34-47B8-9028-B156BEC56621},56.72,F
Isaiah Likely,TE,Daddy's Finally Home,99.37,6.62,56.5,4.35,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},55.06,F
Philip Rivers,QB,The Golden Receivers,0.0,0.0,31.66,10.55,3,{4656A2AD-A939-460B-96A2-ADA939760B8B},51.35,F
Taysom Hill,TE,Eli,0.0,0.0,35.58,2.96,12,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},49.82,F
