Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Kareem Hunt,RB,Pineapples and Tartar Sauce,0.0,0.0,111.0,7.4,15,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},71.26,C-
Jonnu Smith,TE,MOTHER MAY I,0.0,0.0,99.2,5.84,17,{5E530C03-3F19-48F0-A309-52B769E76347},70.89,C-
Hunter Henry,TE,"Baby Chark, Juju Juju ",0.0,0.0,98.9,7.06,14,{30B3E10C-D363-4E74-8961-7D4829DE152A},70.82,C-
Jaguars D/ST,D/ST,Arm Pitts,0.0,0.0,114.0,6.71,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},70.81,C-
Packers D/ST,D/ST,Pineapples and Tartar Sauce,0.0,0.0,112.0,6.59,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},70.06,C-
Justice Hill,RB,MPT Phase Tua,0.0,0.0,95.3,5.96,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},68.48,D+
Ty Chandler,RB,Pineapples and Tartar Sauce,0.0,0.0,90.5,5.32,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},67.64,D+
Isaiah Likely,TE,Arm Pitts,48.48,3.23,86.1,5.06,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},67.6,D+
Broncos D/ST,D/ST,3rd World Immigrant,0.0,0.0,104.0,6.12,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},67.06,D+
D'Onta Foreman,RB,MOTHER MAY I,0.0,0.0,85.7,8.57,10,{5E530C03-3F19-48F0-A309-52B769E76347},66.79,D
Kyler Murray,QB,3rd World Immigrant,0.0,0.0,146.36,18.3,8,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},66.46,D
Falcons D/ST,D/ST,Here 4 fun,0.0,0.0,102.0,6.0,17,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},66.32,D
Jake Browning,QB,Arm Pitts,0.0,0.0,143.94,15.99,9,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},66.17,D
Joshua Palmer,WR,MOTHER MAY I,0.0,0.0,87.7,7.97,11,{5E530C03-3F19-48F0-A309-52B769E76347},65.97,D
Noah Brown,WR,Chicken Fried Chicken Meal,0.0,0.0,85.1,8.51,10,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},65.54,D
DeMario Douglas,WR,Pineapples and Tartar Sauce,0.0,0.0,82.7,5.91,14,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},65.14,D
Kendrick Bourne,WR,Chicken Fried Chicken Meal,0.0,0.0,81.5,10.19,8,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},64.94,D
Latavius Murray,RB,Furnace Party,37.46,2.68,74.4,4.65,16,{895560E7-2F06-4344-BFC6-24F2919D0BB0},64.79,D
Zamir White,RB,MPT Phase Tua,0.0,0.0,66.4,3.91,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},63.37,D
Robert Woods,WR,"Baby Chark, Juju Juju ",0.0,0.0,69.3,4.95,14,{30B3E10C-D363-4E74-8961-7D4829DE152A},62.93,D-
Zay Jones,WR,"Baby Chark, Juju Juju ",0.0,0.0,61.1,6.79,9,{30B3E10C-D363-4E74-8961-7D4829DE152A},61.57,D-
Rams D/ST,D/ST,3rd World Immigrant,0.0,0.0,84.0,4.94,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},59.58,F
