Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
C.J. Stroud,QB,Killler jatt ,0.0,0.0,262.52,17.5,15,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},81.43,B-
Jayden Reed,WR,Green,0.0,0.0,187.2,11.7,16,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},81.26,B-
Baker Mayfield,QB,Green,0.0,0.0,256.06,15.06,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},80.65,B-
Jaylen Warren,RB,Team Padodara,0.0,0.0,170.9,10.05,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},80.47,B-
Rashee Rice,WR,Eks Gonna Give It To Ya!,0.0,0.0,177.0,11.06,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},79.57,C+
Chuba Hubbard,RB,Team bhalani,0.0,0.0,165.0,9.71,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},79.43,C+
Cameron Dicker,K,Still Rollin',135.83,7.99,149.0,8.76,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},78.97,C+
Devin Singletary,RB,Green,0.0,0.0,158.34,9.31,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},78.25,C+
Matthew Stafford,QB,Green,0.0,0.0,230.1,15.34,15,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},77.52,C+
Jason Sanders,K,Eks Gonna Give It To Ya!,127.36,7.49,139.0,8.18,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},75.57,C
Taysom Hill,TE,Killler jatt ,0.0,0.0,142.52,8.91,16,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},73.86,C
Bears D/ST,D/ST,Green,0.0,0.0,156.0,9.18,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},73.43,C
Chris Boswell,K,Team bhalani,125.08,7.36,130.0,7.65,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},72.5,C-
Nick Folk,K,Team Padodara,131.1,7.71,128.0,7.53,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},71.82,C-
Jaguars D/ST,D/ST,Still Rollin',0.0,0.0,148.0,8.71,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},70.44,C-
Logan Thomas,TE,Team bhalani,97.41,6.96,126.8,7.93,16,{0E22E7FC-569B-49C8-A313-22E034A6865F},69.91,D+
Matt Prater,K,NoHalfSends,123.58,7.27,122.0,7.18,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},69.78,D+
Jake Moody,K,Killler jatt ,0.0,0.0,122.0,7.18,17,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},69.78,D+
Josh Reynolds,WR,Team Padodara,54.58,3.64,108.8,6.4,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},68.3,D+
Hunter Henry,TE,Hark,0.0,0.0,119.9,8.56,14,{8BF15A87-7793-43C2-B15A-87779313C26A},68.18,D+
Ty Chandler,RB,Killler jatt ,0.0,0.0,92.5,5.44,17,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},66.61,D
Khalil Shakir,WR,Team bhalani,42.11,2.81,98.6,5.8,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},66.61,D
Kyler Murray,QB,Still Rollin',0.0,0.0,137.36,17.17,8,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},66.32,D
Falcons D/ST,D/ST,NoHalfSends,0.0,0.0,137.0,8.06,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},66.32,D
Tutu Atwell,WR,Team bhalani,0.0,0.0,94.9,5.93,16,{0E22E7FC-569B-49C8-A313-22E034A6865F},66.0,D
DeMario Douglas,WR,Green,0.0,0.0,82.7,5.91,14,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},63.99,D
Isaiah Likely,TE,Killler jatt ,60.07,4.0,102.1,6.01,17,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},63.71,D
Zamir White,RB,Green,0.0,0.0,70.4,4.14,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},62.7,D-
Emari Demercado,RB,Hark,0.0,0.0,62.8,4.49,14,{8BF15A87-7793-43C2-B15A-87779313C26A},61.36,D-
Clyde Edwards-Helaire,RB,Team bhalani,76.4,5.46,61.6,4.11,15,{0E22E7FC-569B-49C8-A313-22E034A6865F},61.15,D-
Rams D/ST,D/ST,Killler jatt ,0.0,0.0,116.0,6.82,17,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},58.45,F
Royce Freeman,RB,Hark,0.0,0.0,45.7,3.26,14,{8BF15A87-7793-43C2-B15A-87779313C26A},58.33,F
Jeff Wilson Jr.,RB,Hark,0.0,0.0,34.3,3.43,10,{8BF15A87-7793-43C2-B15A-87779313C26A},56.32,F
Van Jefferson,WR,"All Barkley, No Bite",0.0,0.0,31.3,1.84,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},55.49,F
